Bus,Subway,평균매매가,평균조절가,유흥업소,살인,강도,강간,절도,폭력,방화,마약,약취,도박,전체범죄,112신고,총_생활인구,아파트_단지수,아파트_평균_시가,매출액,매출건수,생활인구_야간비율,생활인구_심야비율,생활인구_여성비율,상권타입_골목상권,상권타입_관광특구,상권타입_발달상권,상권타입_전통시장,개업율_요식업,폐업율_요식업,프랜차이즈비율_요식업,개업율_비요식업,폐업율_비요식업,프랜차이즈비율_비요식업,요식업비율
1.7860552108801409,-1.5042136436406581,-1.3497260202945034,-1.4535542300773678,1.7652306738309687,1,1,2,2,5,5,1,4,4,5,-0.28343261431306443,0.5856933018207929,85.0,132737186.0,50356310484.0,3179920.0,1.079316604696807,1.0487759673128438,0.33776342726329067,1,0,0,0,0.13043478260869565,0.10869565217391304,1.1956521739130435,0.060240963855421686,0.0783132530120482,0.3373493975903614,0.2169811320754717
-0.38727765091434907,-0.3081550847993184,-2.161741202513397,-1.5204471400630255,-0.6666116110059477,4,3,2,3,3,3,2,5,2,3,0.45275083692784557,-0.9079758739340803,9.0,233402400.0,3662076371.0,378145.0,-0.19558838250663843,-0.3576109593231638,0.7641314560331216,1,0,0,0,0.2,0.2,2.6,0.06666666666666667,0.1,0.9333333333333333,0.14285714285714285
1.2179256044872249,-1.5042136436406581,-1.6222883782810222,-2.393042632391762,-0.6666116110059477,1,1,2,2,5,5,1,4,4,5,-0.28343261431306443,-0.5915194465720592,16.0,130227065.0,10748766435.0,422138.0,0.07169025641001942,0.21071201311544382,0.7055398665639626,1,0,0,0,0.15,0.1,1.55,0.10344827586206896,0.10344827586206896,0.08045977011494253,0.18691588785046728
0.15808690920485302,-1.5042136436406581,-0.7303257174771788,0.08632825919233322,-0.6666116110059477,2,5,2,3,4,3,1,1,1,4,-0.28343261431306443,-1.5726761660667414,7.0,152415238.0,3155366084.0,322021.0,-0.9005673935548698,-1.2212693589338968,-1.7405362404679674,1,0,0,0,0.08108108108108109,0.05405405405405406,0.10810810810810811,0.049019607843137254,0.04656862745098039,0.03431372549019608,0.08314606741573034
-1.2429436381376815,-1.5042136436406581,-0.5733586510687793,-0.8502473842954951,-0.6666116110059477,5,1,5,3,5,4,5,3,3,4,1.2776431119260137,-0.2651882914570295,51.0,193072717.0,6362217774.0,368410.0,0.7391679875876743,0.5627351168892061,0.5956410125831328,1,0,0,0,0.0,0.15384615384615385,0.0,0.08771929824561403,0.07017543859649122,0.21052631578947367,0.18571428571428572
0.5592481741432985,0.391494320789454,-0.5916371903575821,-0.3589274937963735,-0.6666116110059477,1,3,1,3,2,3,2,2,2,2,0.5081646957683079,1.1979753843774015,131.0,134512690.0,31877830051.0,1446178.0,0.5165342068552236,0.8270080304673866,0.40445587884236633,1,0,0,0,0.23255813953488372,0.23255813953488372,1.1395348837209303,0.12556053811659193,0.11659192825112108,0.17488789237668162,0.16165413533834586
-1.2429436381376815,-1.5042136436406581,0.5907767086314801,1.427695556742037,0.38072585400495146,1,1,1,2,2,1,2,1,3,2,0.3728433078322955,-0.19779691227091553,45.0,298502274.0,3376481041.0,191173.0,0.20607679888818137,0.6941442669831274,-0.06810057969128151,1,0,0,0,0.35714285714285715,0.0,0.0,0.08695652173913043,0.043478260869565216,0.10869565217391304,0.23333333333333334
0.15808690920485302,-0.3081550847993184,0.0578502038140173,0.10489022962258185,-0.6666116110059477,1,2,1,1,2,1,3,1,1,1,-1.7913917589935953,-1.1791361369925226,6.0,160980467.0,4936761111.0,252022.0,0.03143203709940772,0.18755689448406662,-0.5481843698130959,1,0,0,0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.11538461538461539,0.15384615384615385,0.3333333333333333
-0.6229777445842576,1.8535472385917013,-0.3916601676595819,-0.07803668050812171,0.9933789966366836,1,3,1,3,2,3,2,2,2,2,0.5081646957683079,-0.06698921636729421,19.0,102053178.0,6313494335.0,491608.0,0.7471780403414179,1.1412829021129378,0.2403135739491519,1,0,0,0,0.14285714285714285,0.0,0.5714285714285714,0.05128205128205128,0.07692307692307693,0.20512820512820512,0.15217391304347827
-0.9017517860775198,-1.5042136436406581,-0.05085441564381125,0.4089355246182424,-0.6666116110059477,3,5,2,3,5,2,2,5,5,4,0.4059098755539539,-0.2592202948138232,14.0,96404898.0,1394589983.0,91770.0,-1.0935800728875362,-0.36391950511199805,-1.0264755652673323,1,0,0,0,0.2,0.2,1.6,0.1,0.0,0.4,0.2
-1.2429436381376815,-0.3081550847993184,1.268734490873095,0.3228288241628086,-0.6666116110059477,1,1,1,1,2,1,2,1,1,1,0.3728433078322955,-0.5949141629825299,19.0,287012415.0,2531198307.0,221455.0,-1.0176534898743657,-0.38943423124617965,-1.7112620595974948,1,0,0,0,0.16666666666666666,0.0,0.6666666666666666,0.041666666666666664,0.041666666666666664,0.2708333333333333,0.1111111111111111
-1.2429436381376815,-1.5042136436406581,-0.7814326246177314,-1.3090784978471957,-0.6666116110059477,1,1,1,1,2,1,1,1,2,2,0.3728433078322955,-1.3839671879529394,1.0,871007463.0,6687288203.0,132874.0,-0.051473668083864624,0.8693982520763507,-1.3833022008191578,1,0,0,0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.18181818181818182
