상권타입,Bus,Subway,평균매매가,평균조절가,유흥업소,살인,강도,강간,절도,폭력,방화,마약,약취,도박,전체범죄,112신고,총_생활인구,아파트_단지수,아파트_평균_시가,개업_점포_수_비요식업,개업_점포_수_요식업,점포_수_비요식업,점포_수_요식업,폐업_점포_수_비요식업,폐업_점포_수_요식업,프랜차이즈_점포_수_비요식업,프랜차이즈_점포_수_요식업,매출액,매출건수,geometry,생활인구_야간비율,생활인구_심야비율,생활인구_여성비율
골목상권,8,1,1120.3367303926284,10.940706267962643,0,1,2,2,2,2,1,1,3,1,2,132570,122896.0,1.0,356259136.0,6.0,2.0,16.0,12.0,3.0,4.0,9.0,8.0,7190055816.0,170531.0,"POLYGON ((191839.25 444523.14, 191875.48 444521.65, 191939.39 444519.02, 191918.25 444443.73, 191913.24 444426.93, 191851.2 444439.46, 191833.39 444442.02, 191825.69 444443.06, 191742.15 444455.05, 191635.11000000002 444470.41000000003, 191664.54 444527.48, 191839.25 444523.14))",0.1248372607733368,0.2103404504621794,0.526233563338107
골목상권,5,0,867.3809485959675,10.405580860884129,0,1,1,1,1,1,2,1,1,2,1,139303,711097.0,10.0,203142121.0,1.0,1.0,36.0,4.0,1.0,0.0,8.0,16.0,2180186102.0,155224.0,"POLYGON ((212175.59 444923.76, 212091.26 444959.49, 212087.89 445005.96, 212087.53 445010.96, 212084.99 445046.56, 212081.33000000002 445097.08, 212077.92 445144.86, 212220.16 445066.93, 212275.93 445039.33, 212248.33000000002 444950.97000000003, 212235.4 444909.45, 212232.38 444899.8, 212175.59 444923.76))",0.12994992244377349,0.24857227635610893,0.5237344553555985
골목상권,5,0,847.974619906671,10.64979910102402,0,3,5,1,2,3,2,1,2,2,2,95966,132393.0,,,2.0,0.0,12.0,4.0,1.0,0.0,4.0,0.0,101522023.0,13028.0,"POLYGON ((187994.99 444574.36, 188049.9 444562.88, 188067.18 444559.43, 188062.30000000002 444536.26, 188057.72 444514.46, 188053.62 444494.98, 188050.55000000002 444480.44, 188101.21 444465.73, 188023.74 444389.16000000003, 187956.82 444549.64, 187942.34 444583.17, 187994.99 444574.36))",0.12571661643742493,0.2109250489074196,0.5102762230631529
골목상권,6,1,966.7024915681302,10.522545435920994,0,2,1,2,1,1,2,2,2,1,1,114534,462357.0,2.0,428926015.0,4.0,3.0,62.0,11.0,3.0,0.0,9.0,7.0,28525604877.0,998144.0,"POLYGON ((194281.81 449480.07, 194362.6 449406.11, 194392.94 449379.62, 194379.32 449376.54000000004, 194320.29 449352.97000000003, 194281.69 449326.63, 194257.72 449294.31, 194216.12 449365.31, 194186.21 449371.36, 194186.76 449434.43, 194187.07 449463.81, 194187.44 449502.44, 194238.6 449494.05, 194272.57 449487.85000000003, 194281.81 449480.07))",0.11566170729544487,0.21362064378824155,0.5337390804075639
골목상권,7,1,346.797225622195,9.633002623038355,0,1,2,2,2,2,1,1,3,1,2,132570,557284.0,3.0,209929082.0,2.0,0.0,34.0,5.0,5.0,0.0,0.0,0.0,2472838750.0,31061.0,"POLYGON ((191954.06 444288.10000000003, 191903.11000000002 444271, 191880.75 444263.45, 191886.23 444321.39, 191913.24 444426.93, 191918.25 444443.73, 191976.83000000002 444430.10000000003, 192045.09 444423.95, 192049.53 444423.56, 192050.19 444411.69, 192054.09 444367.67, 192059.2 444307.66000000003, 192001.7 444304.11, 191957.58000000002 444289.27, 191954.06 444288.10000000003))",0.1264723193201312,0.2625106767823946,0.5167975394951227
골목상권,10,2,1974.3835034013605,10.125708275394008,0,1,1,4,3,3,3,3,1,3,3,76788,2298134.0,17.0,185456523.0,1.0,11.0,63.0,32.0,4.0,6.0,28.0,11.0,16727430090.0,594794.0,"POLYGON ((198311.92 442593.60000000003, 198309.78 442536.39, 198260.9 442539.56, 198237.76 442541.06, 198190.36000000002 442542.44, 198194.33000000002 442599.17, 198161.96 442600.64, 198072.79 442604.75, 198076.25 442678.98, 198078.95 442737.39, 198080.19 442737.9, 198132.73 442760.84, 198135.88 442762.18, 198199.49 442757.79000000004, 198249.47 442747.89, 198273.11000000002 442749.7, 198317.95 442753.11, 198316.9 442713.35000000003, 198315.98 442668.15, 198311.92 442593.60000000003))",0.12180316726526826,0.2749478489940099,0.5559110130218691
골목상권,10,2,313.0837609694658,9.211938084391072,1,3,1,1,1,1,5,1,1,1,1,79765,3216588.0,121.0,132015431.0,6.0,2.0,79.0,17.0,7.0,4.0,28.0,4.0,4792287488.0,224429.0,"POLYGON ((201134.02000000002 460515.08, 201178.83000000002 460359.86, 201150.24 460338.56, 201123.54 460325.02, 201103.19 460317.12, 201089.75 460314.22000000003, 201050.4 460305.49, 201004.6 460284.07, 200996.71 460297.23, 201016.57 460310.32, 200984.32 460353.79000000004, 200963.54 460357.01, 200963.84 460404.33, 200964.03 460433.83, 200954.39 460517.61, 200951.94 460538.83, 200948.77000000002 460599.18, 200947.11000000002 460599.28, 200938.28 460674.38, 200937.94 460677.38, 200931.9 460736.69, 200927.83000000002 460819.34, 201115.75 460831.03, 201148.12 460837.19, 201132.41 460815.83, 201172.44 460728.57, 201195.08000000002 460739.06, 201190.1 460727.69, 201202.08000000002 460647.69, 201169.51 460642.4, 201139.22 460637.46, 201152.31 460546.34, 201109.81 460561.26, 201105.32 460536.15, 201138.74 460517.76, 201134.02000000002 460515.08))",0.14065649688427614,0.2861989163672811,0.5392568149853199
골목상권,4,2,1085.2906721324696,10.786098399284832,0,5,5,5,5,5,5,5,5,5,5,88076,3274977.0,65.0,206954973.0,6.0,11.0,91.0,25.0,7.0,1.0,24.0,10.0,6439057577.0,342024.0,"POLYGON ((203210.63 445070.45, 203176.82 445058.35000000003, 203152.09 445126.46, 203126.89 445195.26, 203157.99 445206.72000000003, 203188.9 445218.11, 203219.41 445229.31, 203248.30000000002 445239.86, 203288.25 445253.48, 203349.57 445276.94, 203326.17 445341.51, 203421.49 445343.77, 203444.63 445312.95, 203490.44 445252.18, 203528.39 445203.9, 203566.46 445152.74, 203538.35 445142.37, 203511.37 445132.34, 203452.06 445110.46, 203374.11000000002 445081.63, 203353.46 445137.35000000003, 203315.64 445123.32, 203278.31 445109.49, 203242.31 445091.73, 203229.43 445077.22000000003, 203210.63 445070.45))",0.1087421377310436,0.20213149588531462,0.4981067042608238
골목상권,7,0,962.6160926120046,10.729215615066344,3,4,3,2,5,3,3,2,1,5,4,100254,1281667.0,8.0,121408955.0,7.0,5.0,62.0,37.0,6.0,6.0,8.0,11.0,17516371032.0,817300.0,"POLYGON ((208856.22 455320.03, 208856.17 455318.47000000003, 208855.42 455301.27, 208851.87 455220.23, 208785.61000000002 455223.78, 208787.45 455277.24, 208789.89 455321.58, 208712.85 455301.26, 208701.7 455356.21, 208792.34 455381.61, 208793.98 455435.76, 208755.28 455425.16000000003, 208734.49 455449.81, 208701.5 455454.59, 208694.79 455470.89, 208755.42 455488.10000000003, 208746.78 455560.51, 208798.16 455574.68, 208867.9 455593.93, 208867.88 455593.36, 208864.67 455518.39, 208861.32 455439.60000000003, 208856.22 455320.03))",0.12432246441548389,0.17695313993416387,0.5283462865159203
골목상권,5,1,1015.1319791378473,10.422967240352662,0,1,5,1,1,1,1,1,1,2,1,44427,909180.0,14.0,155230600.0,0.0,0.0,26.0,8.0,0.0,0.0,12.0,8.0,3842655671.0,336902.0,"POLYGON ((201499.04 456018.03, 201503.59 456001.95, 201497.6 455983.39, 201483.44 455954.11, 201478.23 455956.24, 201451.24 455967.14, 201432.16 455974.88, 201400.35 455983.23, 201395.37 455984.24, 201373.59 455989.44, 201330.22 455997.79000000004, 201305.71 456004.16000000003, 201299.99 456142.61, 201298.88 456179.66000000003, 201302.23 456199.63, 201317.19 456276.36, 201331.66 456274.01, 201398.91 456250.66000000003, 201401.78 456242.07, 201415.94 456230.28, 201413.12 456224.5, 201379.23 456158.51, 201408.53 456145.2, 201413.42 456155.69, 201448.62 456140.06, 201449.4 456134.44, 201439.03 456121.65, 201438.2 456111.76, 201429.59 456092.92, 201411.12 456078.35000000003, 201408.03 456060.19, 201431.80000000002 456055, 201432.01 456047.57, 201459.02000000002 456049.60000000003, 201469.91 456045.28, 201499.04 456018.03))",0.13087397435051365,0.25130777183835984,0.5556380474713478
골목상권,2,2,657.6944446265,10.174191368197695,0,1,1,1,1,2,2,2,1,3,1,59933,632434.0,12.0,108692984.0,6.0,9.0,34.0,42.0,4.0,7.0,24.0,26.0,13501216538.0,1274994.0,"POLYGON ((201283.71 461281.53, 201327.15 461269.74, 201347.11000000002 461180.32, 201282.67 461161.95, 201275.81 461190.19, 201224.22 461198.33, 201216.23 461209.43, 201209.36000000002 461208.36, 201168.81 461201.3, 201154.84 461239.09, 201127.05000000002 461313.93, 201115.74 461357, 201109.44 461390.99, 201107.45 461416.91000000003, 201280.6 461444.76, 201292.78 461375.19, 201289.51 461342.03, 201283.71 461281.53))",0.11010793221110819,0.19431592861863847,0.5865702982445599
골목상권,8,1,931.1234706945087,9.818341885661594,1,2,5,5,5,5,4,5,5,5,5,79765,722958.0,20.0,105841431.0,6.0,0.0,40.0,17.0,1.0,3.0,12.0,8.0,9961878447.0,263604.0,"POLYGON ((202774.71 460591.05, 202851.96 460553.43, 202851.5 460552.49, 202785.73 460433.53, 202721.23 460359.97000000003, 202659.56 460416.63, 202658.83000000002 460417.25, 202641.87 460431.44, 202627.02000000002 460443.91000000003, 202603.68 460461.29000000004, 202576.33000000002 460481.37, 202552.84 460498.68, 202551.39 460499.73, 202521.51 460523.35000000003, 202520.82 460523.91000000003, 202495.13 460544.51, 202469.91 460564.74, 202444.85 460584.60000000003, 202418.32 460605.38, 202351.28 460637.98, 202383.68 460694.08, 202393.92 460710, 202410.11000000002 460692.55, 202465.05000000002 460624.51, 202535.76 460558.57, 202551.39 460593.11, 202599.37 460557.56, 202668.65 460540.36, 202682.03 460607, 202697.41 460604.35000000003, 202774.71 460591.05))",0.11355708077094381,0.16178809834042918,0.5386426320754456
골목상권,14,2,202.5058275058275,8.611940938558838,0,3,1,1,1,1,5,1,1,1,1,79765,3266114.0,67.0,115427208.0,5.0,5.0,43.0,10.0,2.0,2.0,8.0,0.0,5373172635.0,391067.0,"POLYGON ((200993.94 459537.91000000003, 201023.63 459535.60000000003, 201021.81 459600.21, 201020.71 459685.77, 201020.68 459777.21, 200991.63 459769.84, 200963.26 459757.97000000003, 200935.87 459744.37, 200908.25 459728.51, 200896.75 459749.39, 201056.46 459824.34, 201095.46 459842.51, 201135.48 459861.19, 201098.43 459947.61, 201128.44 459958.87, 201151.78 459968.18, 201170.36000000002 459949.12, 201202.79 459894.15, 201204.80000000002 459890.18, 201211.55000000002 459860.81, 201195.7 459814.64, 201183.2 459796.25, 201172.30000000002 459783.95, 201157.73 459761.60000000003, 201156.04 459758.9, 201141.59 459712.74, 201139.61000000002 459696.28, 201139.98 459690.60000000003, 201144.66 459647.52, 201160.71 459555, 201164.26 459530.04000000004, 201164.66 459527.35000000003, 201166.69 459513.06, 200937.47 459505.68, 200936.5 459523.24, 200938.98 459525.2, 200965.94 459538.18, 200993.94 459537.91000000003))",0.141267267462189,0.31064622973968453,0.5381061408144358
골목상권,8,0,787.1316699800565,10.327271904999334,0,5,2,2,2,3,1,5,5,4,3,59933,500513.0,12.0,125295635.0,3.0,1.0,12.0,4.0,0.0,1.0,14.0,0.0,9088968358.0,166306.0,"POLYGON ((204308.76 462415.24, 204318.14 462356.03, 204300.72 462333.59, 204296.63 462336.3, 204245.80000000002 462369.76, 204223.93 462384.15, 204197.9 462401.25, 204163.4 462427.14, 204154.01 462434.22000000003, 204136.94 462452.79000000004, 204124.13 462481.35000000003, 204202.82 462452.87, 204227.5 462538.51, 204261.88 462529.07, 204302.73 462517.81, 204309.7 462414.94, 204308.76 462415.24))",0.1234353553254361,0.21329316121659178,0.5291311114796219
골목상권,7,1,734.2232747731124,10.032490634798428,0,2,1,1,2,1,5,1,1,2,1,37512,1196521.0,16.0,140095140.0,1.0,0.0,29.0,13.0,2.0,0.0,8.0,20.0,5837296666.0,560579.0,"POLYGON ((203290.62 454980.71, 203250.1 454878.77, 203266.78 454847.26, 203256.76 454840.28, 203201.65 454835.63, 203195.66 454888.13, 203173.96 454997.84, 203166.99 455033.27, 203158.99 455074.5, 203153.07 455105.13, 203149.1 455125.52, 203145.66 455143.36, 203188.78 455152.51, 203223.4 455159.19, 203260.77000000002 455166.4, 203278.32 455167.02, 203299.62 455168.25, 203317.08000000002 455169.62, 203336.01 455169.95, 203355.47 455176.72000000003, 203346.09 455198.12, 203367.15 455206.91000000003, 203407.81 455183.4, 203318.19 454970.56, 203290.62 454980.71))",0.1155993083280611,0.2327247077151174,0.527136590164318
골목상권,3,1,818.1797761912658,10.331709003670552,0,1,1,2,1,1,1,1,1,1,1,129382,964451.0,18.0,183639206.0,2.0,0.0,46.0,6.0,4.0,1.0,10.0,4.0,10896810598.0,821174.0,"POLYGON ((189117.9 450040.18, 189105.55000000002 450017.61, 189084.55000000002 449979.2, 189077.93 449981.31, 189020.32 450000.01, 188982.07 450012.48, 188954.6 450021.38, 188974.88 450086.16000000003, 188973.79 450135.59, 188973.57 450144.58, 189035.41 450124.49, 189057.36000000002 450182.48, 189114.95 450159.02, 189124.85 450156.44, 189114.24 450137.45, 189156.74 450111.34, 189144.75 450089.4, 189138.5 450077.9, 189127.34 450057.53, 189117.9 450040.18))",0.14569117560145617,0.26592641824208796,0.5191450887603414
골목상권,6,1,1790.3306979994577,11.119495292381039,1,4,2,1,2,2,3,2,1,1,2,90549,6299911.0,54.0,236098877.0,13.0,8.0,140.0,49.0,9.0,9.0,36.0,29.0,14499096106.0,749398.0,"POLYGON ((206617.23 447898.54000000004, 206616.6 447896.10000000003, 206598.28 447826.59, 206587.41 447784.34, 206529.48 447804.29000000004, 206472.48 447823.94, 206393.91 447851.04000000004, 206399.53 447868.85000000003, 206385.76 447873.89, 206392.06 447892.4, 206386.96 447898.85000000003, 206371.07 447903.55, 206376.46 447923.05, 206388.59 447925.3, 206380.51 447944.78, 206351.34 447969.16000000003, 206318.83000000002 447926.06, 206293.91 447950.05, 206287.27000000002 447957.60000000003, 206271.71 447975.25, 206267.4 447980.15, 206254.88 447994.33, 206242.7 448008.13, 206231.62 448021.39, 206216.51 448007.98, 206182.21 447968.24, 206167.06 447988.89, 206175.24 447995.29000000004, 206153.01 448022.25, 206197.31 448062.59, 206229.96 448092.38, 206256.01 448111.85000000003, 206290.51 448073.21, 206268.44 448056.66000000003, 206272.55000000002 448040.14, 206287.73 448040.8, 206307.05000000002 448022.19, 206325.71 448013.95, 206339.5 448024.98, 206356.93 448007.60000000003, 206370.04 448020.86, 206412.82 448001.13, 206431.25 448028.26, 206439.65 448040.60000000003, 206428.83000000002 448053.36, 206439.35 448083.17, 206401.30000000002 448096.95, 206347.96 448116.32, 206383.43 448125.45, 206389.28 448145.39, 206403.16 448156.66000000003, 206421.4 448149.67, 206432.65 448179.16000000003, 206406.03 448208.01, 206405.2 448215, 206406.80000000002 448237.96, 206429.37 448255.01, 206448.66 448222.27, 206486.72 448163.55, 206559.02000000002 448135.63, 206582.49 448127.25, 206589.08000000002 448133.51, 206587.12 448153.55, 206605.86000000002 448157.44, 206624.59 448150.57, 206643 448206.09, 206686.71 448189.61, 206671.84 448127.14, 206663.85 448093.61, 206645.18 448015.16000000003, 206644.97 448014.28, 206617.23 447898.54000000004))",0.14201645070858937,0.30118885806482026,0.5338899232068517
골목상권,1,3,2221.695899442649,11.207961380254687,4,3,1,1,3,1,3,1,3,1,1,72970,636497.0,12.0,223338778.0,4.0,3.0,31.0,5.0,1.0,2.0,0.0,5.0,1191962475.0,22409.0,"POLYGON ((197654.34 447937.63, 197586.77000000002 447825.47000000003, 197586.39 447826.09, 197534.04 447835.60000000003, 197541.4 447860.37, 197550.65 447904.34, 197500.24 447939.81, 197516.95 447961.8, 197530.2 447979.56, 197542.31 447995.88, 197508.81 448021.84, 197421.14 448087.35000000003, 197449.21 448125.34, 197535.67 448058.5, 197570.65 448031.5, 197642.57 447977.76, 197654.56 448092.95, 197654.75 448098.89, 197660.63 448145.02, 197745.17 448077.04000000004, 197720.98 448050.91000000003, 197661.73 447968.52, 197663.63 447947.98, 197654.34 447937.63))",0.08869012736902138,0.15488839696023704,0.45265570772525243
골목상권,8,0,744.9449581012336,9.979229607573451,0,4,2,1,2,2,3,2,1,1,2,90549,4869224.0,88.0,187552677.0,8.0,12.0,143.0,48.0,7.0,9.0,24.0,47.0,26549086196.0,1575313.0,"POLYGON ((206786.99 447795.52, 206765.07 447702.47000000003, 206738.63 447714.51, 206706.35 447728.60000000003, 206726.92 447798.7, 206729.2 447808.16000000003, 206742.03 447868.3, 206684.42 447881.13, 206616.6 447896.10000000003, 206617.23 447898.54000000004, 206644.97 448014.28, 206645.18 448015.16000000003, 206663.85 448093.61, 206671.84 448127.14, 206686.71 448189.61, 206687.34 448192.18, 206741.46 448172.5, 206767.5 448162.84, 206816.64 448144.18, 206818.96 448143.32, 206861.29 448127.21, 206930.2 448101, 207038.41 448061.02, 207041.27000000002 448059.93, 207021.31 448014.28, 207014.26 447998.08, 206989.18 447932.37, 206968.45 447877.39, 206946.72 447819.47000000003, 206916.67 447826.59, 206889.07 447833.17, 206860.06 447840.05, 206830.41 447847.43, 206801.24 447854.62, 206786.99 447795.52), (206709.89 447999.16000000003, 206769.76 447985.04000000004, 206795.25 448080.51, 206737.58000000002 448102.33, 206709.89 447999.16000000003))",0.13274764110256582,0.3002145721782362,0.5393765002390525
골목상권,9,2,772.7771636237829,10.052205970470117,0,2,5,1,1,1,5,1,1,1,1,90549,2496569.0,51.0,204250301.0,8.0,0.0,96.0,15.0,11.0,0.0,12.0,8.0,14653989228.0,1196124.0,"POLYGON ((207683.95 447967.62, 207692.84 447930.34, 207705.80000000002 447917.16000000003, 207687.96 447898.35000000003, 207678.57 447888.43, 207635.93 447959.74, 207594.7 448028.68, 207578.79 448055.2, 207545.32 448110.91000000003, 207585.03 448129.52, 207628.49 448148.42, 207665.01 448164.37, 207679.48 448170.65, 207705.95 448182.18, 207714.72 448186.03, 207739.61000000002 448196.85000000003, 207746.11000000002 448199.67, 207757.84 448204.8, 207780.4 448214.29000000004, 207805.02000000002 448223.05, 207831.55000000002 448232.46, 207959.95 448277.95, 207959.67 448280.88, 208051.25 448315.36, 208100.28 448330.57, 208097.76 448267.47000000003, 208051.21 448251.60000000003, 208032.14 448243.46, 207965.77000000002 448215.19, 207963.73 448237.24, 207845.63 448192.73, 207851.57 448174.67, 207857.39 448103.22000000003, 207861.45 448042.01, 207813.57 448036.44, 207784.23 448033, 207787.51 447994.29000000004, 207776.29 447991.48, 207754.7 448014.31, 207736.24 447995.74, 207757.22 447971.34, 207733.46 447946.33, 207683.95 447967.62))",0.1271753354303446,0.25732715578860427,0.5148902353590067
골목상권,12,1,913.153407382057,9.654645944399958,0,1,3,2,2,2,2,5,5,2,2,96374,2196156.0,28.0,173941982.0,12.0,6.0,112.0,43.0,17.0,8.0,28.0,41.0,40600281337.0,849269.0,"POLYGON ((212759.58000000002 448179.47000000003, 212743.86000000002 448131.67, 212735.87 448107.33, 212732.69 448097.55, 212703.75 448103.93, 212700.22 448135.58, 212655.99 448133.93, 212658.45 448146.2, 212633.23 448149.06, 212588.18 448159.21, 212557.22 448149.32, 212545.05000000002 448176.88, 212507.73 448159.98, 212526.27000000002 448115.55, 212508.33000000002 448109.48, 212464.15 448197.08, 212432.96 448258.94, 212433.36000000002 448258.95, 212504.16 448266.82, 212505.41 448266.96, 212617.63 448305.97000000003, 212620.46 448307.12, 212723.93 448358.10000000003, 212725.67 448359, 212797.65 448396.33, 212834.66 448416.34, 212826.62 448372.76, 212813.85 448342.24, 212794.53 448284.53, 212790.71 448273.12, 212769.93 448210.64, 212759.58000000002 448179.47000000003))",0.12336373190246959,0.2566839514132876,0.5249545114281499
골목상권,18,3,1487.951034849423,9.84123483779129,6,1,3,2,2,2,2,5,5,2,2,96374,12954009.0,230.0,170450207.0,18.0,13.0,216.0,68.0,16.0,9.0,44.0,32.0,42857222652.0,2128555.0,"POLYGON ((212058.95 447901.01, 212046.2 447856.05, 211989.26 447876.58, 211973.81 447824.41000000003, 211972.7 447820.58, 211959.36000000002 447775.5, 211952.27000000002 447751.55, 211876.99 447778, 211859.73 447784.07, 211838.03 447791.71, 211808.07 447802.21, 211795.96 447806.46, 211746.77000000002 447823.75, 211718.63 447833.64, 211651.6 447857.18, 211651.81 447857.68, 211696.54 447974.91000000003, 211698.58000000002 447980.31, 211732.39 448068.8, 211733.39 448071.5, 211773.1 448175.49, 211773.56 448176.68, 211783.11000000002 448201.72000000003, 211816.16 448288.33, 211816.49 448289.21, 211869.19 448427.28, 211942.24 448399.43, 211942.61000000002 448399.31, 211921.78 448345.46, 211914.27000000002 448325.56, 211932.53 448318.45, 211942.1 448341.8, 211960.02000000002 448334.93, 211976.52000000002 448328.60000000003, 211967.75 448304.63, 211972.96 448302.56, 212041.05000000002 448276.84, 212022.24 448211.39, 212086.36000000002 448186.38, 212142.27000000002 448164.97000000003, 212188.01 448307.60000000003, 212247.75 448285.35000000003, 212205.6 448143.64, 212204.63 448140.38, 212204.45 448139.69, 212185.27000000002 448074.48, 212171 448026.02, 212165 448005.51, 212148.14 447948.39, 212078.01 447968.4, 212058.95 447901.01))",0.1368638851493773,0.2944412034915214,0.5248671666045623
골목상권,12,0,745.0764071945536,9.979202655882156,2,2,5,1,1,1,5,1,1,1,1,90549,7193021.0,86.0,168666831.0,12.0,14.0,182.0,61.0,9.0,11.0,28.0,33.0,23267015045.0,1157507.0,"POLYGON ((207287.30000000002 448061.35000000003, 207289.66 448032.94, 207292.39 447999.65, 207222.18 448001.03, 207156.73 448016.9, 207156.48 448016.96, 207041.27000000002 448059.93, 207038.41 448061.02, 206930.2 448101, 206861.29 448127.21, 206818.96 448143.32, 206816.64 448144.18, 206767.5 448162.84, 206741.46 448172.5, 206687.34 448192.18, 206703.88 448259.11, 206718.59 448318.4, 206720.75 448326.98, 206773.87 448315.98, 206797.63 448403.8, 206822.55000000002 448394.19, 206823.25 448401.64, 206864.55000000002 448390.64, 206851.37 448349.43, 206908.33000000002 448347.41000000003, 206897.47 448325.23, 206960.80000000002 448320.91000000003, 206985.51 448325.23, 207002.83000000002 448310.10000000003, 206990.17 448292.53, 206957.08000000002 448256.55, 207000.62 448217.57, 207044.36000000002 448265.73, 207065.22 448246.38, 207079.08000000002 448233.53, 207053.92 448204.64, 207038.26 448186.53, 207026.5 448172.97000000003, 207071.96 448133.07, 207101.88 448167.08, 207122.82 448190.93, 207148.32 448219.89, 207197.42 448176.22000000003, 207235.5 448141.94, 207268.68 448110.91000000003, 207283.80000000002 448096.76, 207287.30000000002 448061.35000000003))",0.1327603520134308,0.285808702629952,0.5401623323496484
골목상권,8,1,629.0254504121576,9.80785273794234,1,4,1,3,3,3,4,2,1,4,3,96374,2732306.0,58.0,148124169.0,1.0,3.0,50.0,13.0,4.0,3.0,20.0,13.0,7743771558.0,359540.0,"POLYGON ((211600.97 447730.25, 211586.82 447691.79000000004, 211576 447662.42, 211544.04 447673.46, 211510.79 447684.98, 211536.29 447752.57, 211499.68 447765.56, 211462.04 447778.91000000003, 211423.67 447792.5, 211386.37 447806.11, 211415.53 447882.48, 211381.09 447894.62, 211341.34 447908.57, 211359.12 447956.33, 211359.68 447956.15, 211471.72 447917.58, 211473.92 447916.86, 211586.11000000002 447879.11, 211586.67 447878.93, 211617.25 447868.94, 211651.81 447857.68, 211651.6 447857.18, 211629.31 447801.87, 211623.86000000002 447788.38, 211622.27000000002 447784.48, 211616.52000000002 447769.86, 211601.67 447732.14, 211600.97 447730.25))",0.1287117914318528,0.31170959621652916,0.5332455442399204
골목상권,6,1,992.480457127087,9.065311732627501,0,2,3,5,5,5,5,3,5,3,5,132570,1500936.0,5.0,159522678.0,3.0,7.0,77.0,32.0,6.0,5.0,7.0,28.0,10643076804.0,632798.0,"POLYGON ((191626.28 447181.35000000003, 191616.22 447030.18, 191616.01 447030.24, 191554.17 447040.58, 191567.67 447191.48, 191543.57 447197.16000000003, 191460.46 447213.78, 191467.68 447239.61, 191468.89 447243.62, 191417.58000000002 447257.82, 191370.74 447272.08, 191384.23 447317.22000000003, 191410.91 447406.76, 191507.32 447373.84, 191582.75 447354.77, 191584.94 447354.23, 191640.54 447345.26, 191635.58000000002 447288.26, 191626.28 447181.35000000003))",0.10458274037000911,0.15889085210828444,0.49373391004013495
골목상권,3,1,1035.9208933136015,11.146871700835822,0,4,2,1,2,2,3,2,1,1,2,90549,875984.0,,,2.0,1.0,28.0,12.0,3.0,0.0,4.0,0.0,5196600313.0,149239.0,"POLYGON ((206136.01 448208.27, 206110.59 448188.68, 206150.5 448135.48, 206140.79 448123.06, 206138.73 448125.54000000004, 206092.57 448181.05, 206089.25 448184.95, 206059.9 448218.02, 205998.04 448280.74, 206007.88 448310.29000000004, 206016.06 448334.81, 206093.55000000002 448306.76, 206135.66 448290.77, 206115.92 448268.74, 206102.84 448282.86, 206090.23 448271.91000000003, 206083.31 448279.65, 206069.87 448244.25, 206106.25 448199.32, 206126.54 448216.35000000003, 206136.01 448208.27))",0.12531279110120733,0.2645425030594166,0.5315462382874573
골목상권,13,1,3065.60998499031,11.821450246546688,0,5,1,1,1,1,2,2,1,1,1,72970,2624122.0,31.0,451753687.0,7.0,4.0,122.0,37.0,8.0,4.0,20.0,28.0,21211225329.0,1370055.0,"POLYGON ((200124.82 447521.53, 200133.76 447512.31, 200138.33000000002 447505.11, 200120.01 447485.29000000004, 200176.5 447454.32, 200168.09 447445.54000000004, 200154.17 447432.4, 200083.54 447408.65, 200054.89 447445.97000000003, 200068.13 447461.73, 200042.57 447523.4, 200023.14 447561.07, 199997.66 447520.49, 199973.22 447553.42, 199955.91 447576.67, 199938.63 447599.87, 199933.84 447606.32, 199923.92 447619.65, 199885.5 447671.06, 199838.03 447732.31, 199827.30000000002 447742, 199768.94 447805.2, 199745.51 447836.64, 199779.76 447848.63, 199779.37 447906.57, 199791.46 447906.57, 199797.56 447908.76, 199782.39 447948.48, 199817.79 447957.66000000003, 199837.81 447897.31, 199848.16 447943.92, 199862.84 447923.83, 199886.69 447917.77, 199883.71 447906.67, 199880.74 447892.08, 199907.13 447888.05, 199915.69 447870.51, 199933.67 447861.14, 199943.93 447880.88, 199957.5 447876.96, 199963.98 447887.78, 199965.79 447891.17, 199992.58000000002 447926.02, 200013.48 447947.12, 200068.71 447957.58, 200071.19 447956.67, 200101.34 447943.24, 200094.09 447925.35000000003, 200106.43 447916.98, 200089.39 447882.17, 200081.59 447869.15, 200088.46 447860.85000000003, 200078.08000000002 447849.11, 200117.86000000002 447823.09, 200103.12 447804.56, 200135.09 447778.02, 200111.99 447731.84, 200155.53 447689.61, 200129.02000000002 447663.7, 200149.44 447654.48, 200162.05000000002 447635.37, 200191.41 447636.61, 200196.44 447613.48, 200157.95 447617.82, 200158.25 447581.26, 200117.73 447570.95, 200124.82 447521.53))",0.1414419756398521,0.28974643709400705,0.5027712126189255
