Bus,Subway,평균매매가,평균조절가,유흥업소,살인,강도,강간,절도,폭력,방화,마약,약취,도박,전체범죄,112신고,총_생활인구,아파트_단지수,아파트_평균_시가,매출액,매출건수,생활인구_야간비율,생활인구_심야비율,생활인구_여성비율,상권타입_골목상권,상권타입_관광특구,상권타입_발달상권,상권타입_전통시장,개업율_요식업,폐업율_요식업,프랜차이즈비율_요식업,개업율_비요식업,폐업율_비요식업,프랜차이즈비율_비요식업,요식업비율
2,2,489.8301922000373,10.96042762913966,0,3,1,3,3,4,2,2,3,2,4,139303,3141.0,,,4913424432.0,182524.0,0.01623686723973257,0.0,0.23018147086914995,1,0,0,0,0.2857142857142857,0.2857142857142857,0.0,0.09411764705882353,0.09411764705882353,0.047058823529411764,0.07608695652173914
17,0,1168.1972933649415,10.350675259215391,0,2,1,1,2,2,1,1,1,5,2,114688,4146731.0,80.0,123949237.0,19772198431.0,796332.0,0.13590199123116498,0.2946036287379143,0.534507061104277,1,0,0,0,0.23636363636363636,0.18181818181818182,1.0727272727272728,0.0847457627118644,0.07627118644067797,0.1864406779661017,0.3179190751445087
14,0,560.613088260454,10.072745416412804,2,2,1,1,2,2,1,1,1,5,2,114688,4392225.0,88.0,129974875.0,9233118088.0,820803.0,0.13557274502103148,0.30042131266043975,0.5286452765967136,1,0,0,0,0.25,0.20833333333333334,0.875,0.10476190476190476,0.0761904761904762,0.1619047619047619,0.18604651162790697
4,0,3040.831059131499,11.066722357229539,0,1,2,1,1,1,2,1,5,2,1,88076,137388.0,15.0,430297684.0,7392885.0,310.0,0.12832998515154162,0.26064867382886425,0.5335109325414156,1,0,0,0,,,,0.0,0.0625,0.0,
11,0,685.7672107410764,10.15178611088547,0,5,2,1,1,2,2,2,2,2,1,95966,576775.0,5.0,97350853.0,36026851936.0,1597465.0,0.09930215421958302,0.18709895539855229,0.4587022669151749,1,0,0,0,0.2558139534883721,0.18604651162790697,1.186046511627907,0.05263157894736842,0.11842105263157894,0.2894736842105263,0.36134453781512604
2,3,1329.4858998214725,10.567048684020707,0,1,4,5,5,1,1,5,2,1,4,71472,1392041.0,6.0,110622335.0,13083267734.0,198436.0,0.09822196328987437,0.18617986108167792,0.4375955880609838,1,0,0,0,0.1794871794871795,0.10256410256410256,0.23076923076923078,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.6290322580645161
4,0,1729.9375300336378,10.225401217438247,0,1,1,1,1,1,1,1,1,1,1,94619,915243.0,24.0,295481682.0,23148011852.0,545916.0,0.08743142531546266,0.13906689261758898,0.4879840654339886,1,0,0,0,0.10344827586206896,0.1724137931034483,0.4482758620689655,0.05263157894736842,0.02631578947368421,0.10526315789473684,0.2761904761904762
15,0,1117.2417064000424,10.55041927981428,1,1,2,1,1,1,1,1,5,1,1,88076,300754.0,3.0,221033333.0,15333943207.0,1296221.0,0.1268811054882063,0.23264195987418287,0.5316138771221662,1,0,0,0,0.4090909090909091,0.45454545454545453,2.772727272727273,0.17647058823529413,0.058823529411764705,0.5686274509803921,0.3013698630136986
12,1,3065.60998499031,11.821450246546688,4,5,3,5,5,5,2,5,3,1,5,72970,1118182.0,12.0,404197022.0,16189031314.0,1363944.0,0.12018347639293067,0.22467630493068214,0.4886574815191087,1,0,0,0,0.18181818181818182,0.21212121212121213,0.24242424242424243,0.04861111111111111,0.05555555555555555,0.08333333333333333,0.1864406779661017
4,0,3065.60998499031,11.821450246546688,0,5,1,1,1,1,2,2,1,1,1,72970,318266.0,,,4507338869.0,96430.0,0.11558884706503365,0.26062790244638134,0.4800355677326513,1,0,0,0,0.10526315789473684,0.15789473684210525,0.42105263157894735,0.0,0.041666666666666664,0.0,0.4418604651162791
9,6,968.4682381857732,10.226182344253795,2,4,3,2,5,3,3,2,1,5,4,100254,5499736.0,88.0,131233157.0,37350126226.0,2110813.0,0.12749193779483234,0.23239351852525286,0.5408672343545218,1,0,0,0,0.2549019607843137,0.16666666666666666,0.5490196078431373,0.09774436090225563,0.09774436090225563,0.21804511278195488,0.4340425531914894
19,2,582.4171850149854,9.964211582509572,0,4,3,1,3,2,3,1,5,2,2,100254,11884.0,,,3476927286.0,68631.0,0.030461124200605857,0.02987209693705823,0.49612924941097275,1,0,0,0,1.5,0.25,1.0,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.18181818181818182
10,0,1154.9648703098737,10.888938947691152,0,1,1,1,1,1,1,2,1,1,1,68076,483627.0,18.0,161864012.0,5315775959.0,173029.0,0.11075477589133774,0.15323172610296779,0.5440701201545819,1,0,0,0,0.26666666666666666,0.13333333333333333,0.8,0.0,0.02564102564102564,0.0,0.2777777777777778
16,5,1020.9706923477472,10.607399817543435,1,2,1,1,1,1,5,1,4,3,1,114534,3284991.0,4.0,215616049.0,38812897594.0,1851595.0,0.12375802551666047,0.2122212815803757,0.5259423846214495,1,0,0,0,0.4,0.21428571428571427,0.5142857142857142,0.12698412698412698,0.0873015873015873,0.18253968253968253,0.35714285714285715
9,2,1574.140853702305,11.135827228028532,1,3,1,3,2,4,1,2,3,3,3,139303,7500118.0,381.0,188112217.0,42752294066.0,2489119.0,0.1331677714937285,0.2826131535530508,0.5386512585535321,1,0,0,0,0.1574074074074074,0.1111111111111111,0.7222222222222222,0.09223300970873786,0.07766990291262135,0.1941747572815534,0.34394904458598724
2,0,1140.4178448588664,10.924011200813531,0,1,4,2,2,2,2,3,1,1,2,72970,325270.0,8.0,651222201.0,16708316757.0,265069.0,0.10794109509023272,0.1940357241676146,0.535804101208227,1,0,0,0,0.25925925925925924,0.18518518518518517,0.2962962962962963,0.1,0.0,0.13333333333333333,0.47368421052631576
7,0,345.8871730223763,9.617504418503318,2,4,5,5,3,4,2,5,2,3,3,129382,414813.0,30.0,130642376.0,2030172758.0,132153.0,0.1336819241441324,0.3083148310202429,0.5302244625891667,1,0,0,0,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.0,0.058823529411764705,0.0,0.45161290322580644
7,0,918.5827337226713,9.571160288443423,0,1,3,2,2,2,2,5,5,2,2,96374,1032073.0,6.0,146163745.0,3567662281.0,82018.0,0.14213723254072144,0.2745125587046653,0.5342490308340592,1,0,0,0,inf,,inf,0.0,0.07142857142857142,0.2857142857142857,0.0
6,1,982.468344497265,10.329662702171634,1,1,2,1,1,2,1,3,1,1,1,37512,4172110.0,59.0,107316421.0,22431447140.0,2008199.0,0.13441831591209244,0.27557446951302816,0.5293616419509553,1,0,0,0,0.16666666666666666,0.09259259259259259,0.6111111111111112,0.046296296296296294,0.05555555555555555,0.1388888888888889,0.3333333333333333
8,2,931.9977297124572,10.343223208592908,0,1,1,1,1,1,1,1,1,1,1,132570,1470001.0,34.0,177904706.0,1537609182.0,47632.0,0.11787406947342213,0.16430737121947536,0.5063880908924552,1,0,0,0,0.0,0.125,0.0,0.1875,0.0625,0.0,0.2
4,3,1047.1147836918904,10.505082597067606,0,1,1,2,2,2,3,1,1,1,2,125929,918970.0,4.0,587545667.0,6987215518.0,14648.0,0.10441690153106195,0.20631903108915417,0.4837328748490157,1,0,0,0,0.25,0.25,0.0,0.0,0.047619047619047616,0.09523809523809523,0.08695652173913043
9,0,1779.1563096521554,10.593877399665175,2,2,5,5,5,5,5,5,5,4,5,139303,6933236.0,388.0,191286675.0,62074644247.0,2976761.0,0.13568426056750413,0.29794701925623185,0.5295667131480885,1,0,0,0,0.21875,0.203125,1.125,0.08115942028985507,0.0782608695652174,0.25507246376811593,0.15647921760391198
3,3,1379.4228221167339,10.436421554876334,0,3,5,5,5,5,5,5,1,1,5,90549,999611.0,20.0,185873939.0,3985751871.0,119709.0,0.12508065637533,0.30423534755019704,0.521990054131057,1,0,0,0,0.125,0.0,2.0,0.03225806451612903,0.03225806451612903,0.0,0.20512820512820512
7,1,1311.596033131329,10.488244381738902,0,2,3,4,2,4,1,5,1,3,3,68076,2630479.0,14.0,166088630.0,7611774731.0,480021.0,0.12330187771884893,0.24390994948068392,0.5668572149787168,1,0,0,0,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.1388888888888889,0.08333333333333333,0.3194444444444444,0.16279069767441862
11,3,1069.1393643323083,10.533989489588116,0,5,2,2,2,2,3,2,1,1,2,28589,790785.0,1.0,106403357.0,15187917507.0,658687.0,0.07147707657580758,0.12369228045549675,0.46855845773503546,1,0,0,0,0.057692307692307696,0.09615384615384616,0.25,0.02857142857142857,0.0,0.22857142857142856,0.5977011494252874
6,0,491.4368152990671,9.957898490210546,0,1,1,1,1,2,2,3,5,2,1,72815,152243.0,2.0,129495130.0,1130716045.0,22009.0,0.13207175370953017,0.1767766005662001,0.5395716059194839,1,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.125,0.0,0.2727272727272727
2,4,1622.9830272258994,10.386544769838016,0,5,5,3,5,5,4,4,1,1,5,33232,1682719.0,2.0,116474487.0,2535172618.0,70959.0,0.11477317365525676,0.24738830428609887,0.4980837561113888,1,0,0,0,0.0,0.0,1.0,0.02702702702702703,0.05405405405405406,0.0,0.13953488372093023
14,2,1383.8144139201265,10.297945264412636,0,3,4,3,3,5,2,1,1,4,4,92545,1062931.0,12.0,243838519.0,33166091867.0,1721110.0,0.11303179604320507,0.17394355795437333,0.510191160103525,1,0,0,0,0.15151515151515152,0.15151515151515152,1.121212121212121,0.08982035928143713,0.059880239520958084,0.23353293413173654,0.165
9,1,882.9050529247507,10.234285807641834,0,5,5,5,5,5,5,5,1,5,5,96374,2471878.0,43.0,176969122.0,3133865871.0,189862.0,0.13648610489676272,0.30138340160800814,0.5198852856006647,1,0,0,0,0.75,0.5,0.5,0.125,0.041666666666666664,0.2916666666666667,0.14285714285714285
13,3,800.8009449874957,10.413020147818473,0,1,5,5,5,5,5,4,5,5,5,44427,4843678.0,44.0,142919275.0,19529049817.0,1169831.0,0.12901848553929474,0.26720933967947497,0.5250479078089005,1,0,0,0,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.0761904761904762,0.14761904761904762,0.0380952380952381,0.16666666666666666
14,1,629.8466856489571,9.410405383638325,3,4,2,1,1,2,2,1,1,2,1,72815,8562399.0,195.0,128873320.0,10643389846.0,975404.0,0.13097252300435894,0.28831440814659537,0.5519461309850195,1,0,0,0,0.2222222222222222,0.0,0.4444444444444444,0.09090909090909091,0.07954545454545454,0.3068181818181818,0.16981132075471697
12,2,927.7414785578118,10.323003265967838,1,2,1,1,1,1,1,1,1,1,1,90549,7120478.0,81.0,159443070.0,12449928946.0,826940.0,0.13802387985750394,0.3182624818165297,0.5090401234299158,1,0,0,0,0.28205128205128205,0.10256410256410256,0.717948717948718,0.02976190476190476,0.07738095238095238,0.15476190476190477,0.18840579710144928
14,2,604.8827520510736,9.645093299347453,7,1,1,1,2,1,4,1,1,3,1,100254,7496206.0,134.0,140244100.0,20088873036.0,999527.0,0.13837693361148293,0.30033432912596053,0.527321420996168,1,0,0,0,0.2631578947368421,0.19298245614035087,0.42105263157894735,0.0958904109589041,0.0776255707762557,0.1963470319634703,0.20652173913043478
4,3,853.2664718171029,10.194987985284367,2,2,1,1,1,1,3,1,3,1,1,139303,3027794.0,73.0,175060298.0,20310459327.0,1238162.0,0.11438096515152615,0.24895716155062067,0.48723988487988285,1,0,0,0,0.5172413793103449,0.3103448275862069,0.7586206896551724,0.02608695652173913,0.02608695652173913,0.10434782608695652,0.2013888888888889
3,1,1409.2679151690736,10.911453745189093,0,1,1,1,1,2,1,2,1,1,1,94619,2550993.0,71.0,313248769.0,9925190254.0,412143.0,0.1231320509307552,0.3139922375326,0.5017845991737335,1,0,0,0,0.16666666666666666,0.16666666666666666,0.5,0.012658227848101266,0.05063291139240506,0.20253164556962025,0.23300970873786409
6,1,1909.1138934850387,11.213587182038145,1,1,1,3,5,4,1,1,1,3,4,29406,1406128.0,113.0,243888323.0,7669180488.0,131652.0,0.13797890376978483,0.29993357645961105,0.5417913589658978,1,0,0,0,0.0,0.18181818181818182,0.36363636363636365,0.017241379310344827,0.06896551724137931,0.1206896551724138,0.15942028985507245
7,2,508.363698325537,10.679814584063632,0,5,5,2,2,3,2,5,3,5,3,132570,1143224.0,10.0,113157315.0,9744275302.0,290265.0,0.13571181150850578,0.2833294262541724,0.5102770760585852,1,0,0,0,0.22580645161290322,0.16129032258064516,0.12903225806451613,0.07792207792207792,0.14285714285714285,0.05194805194805195,0.28703703703703703
4,1,1785.3379767535748,10.435035020020687,4,1,1,1,3,3,5,3,1,2,3,76788,6184012.0,27.0,130930566.0,2764366504.0,118118.0,0.11574023465672446,0.21712166793984228,0.46620478744219773,1,0,0,0,0.3548387096774194,0.25806451612903225,0.03225806451612903,0.09090909090909091,0.09090909090909091,0.16363636363636364,0.36046511627906974
9,2,1835.1355377935179,10.961917992070271,0,1,1,1,1,1,1,5,1,1,1,29406,3779991.0,92.0,269989845.0,5276655040.0,452149.0,0.12579315665037297,0.2863752850205199,0.5273986102083312,1,0,0,0,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.05333333333333334,0.06666666666666667,0.25333333333333335,0.14772727272727273
14,0,747.6726258289192,10.188591936606132,4,5,5,5,5,5,5,5,1,3,5,100254,4656273.0,53.0,147549784.0,28455087924.0,1485462.0,0.13491004500809983,0.2763753328037252,0.5228840748813482,1,0,0,0,0.16666666666666666,0.16666666666666666,0.19791666666666666,0.10185185185185185,0.08333333333333333,0.24074074074074073,0.3076923076923077
4,0,1023.0179028132992,10.328204733096072,0,5,3,5,4,5,1,4,5,2,5,94619,1878798.0,17.0,335934035.0,2306816302.0,159897.0,0.10944071688388002,0.24218516306702476,0.4935655669209782,1,0,0,0,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.21951219512195122,0.12195121951219512,0.3170731707317073,0.18
4,2,1707.1090203507476,10.914136143175012,0,1,1,1,1,1,1,4,5,5,1,114534,404073.0,4.0,596467391.0,8744373132.0,280670.0,0.12424487654458477,0.22774102699264737,0.5431840286284904,1,0,0,0,0.2222222222222222,0.2222222222222222,1.7777777777777777,0.1,0.1,0.5,0.23076923076923078
6,1,361.7310497971193,9.736237822605423,5,4,3,5,5,5,4,5,5,3,5,114688,3148230.0,11.0,130971301.0,15898300784.0,1402324.0,0.13818971294981625,0.2475622810277521,0.5221492711777729,1,0,0,0,0.24324324324324326,0.21621621621621623,1.2702702702702702,0.047619047619047616,0.08571428571428572,0.18095238095238095,0.2605633802816901
11,2,1880.5196085579275,11.05493584117997,0,3,1,1,1,1,2,1,1,1,1,76788,1583878.0,15.0,203420283.0,9149330321.0,487657.0,0.12868289098023963,0.2953699716771115,0.5305894772198364,1,0,0,0,0.16666666666666666,0.1111111111111111,0.4444444444444444,0.09615384615384616,0.019230769230769232,0.07692307692307693,0.2571428571428571
6,1,2538.145605563891,11.295739161178531,1,5,5,3,4,4,3,2,3,4,4,88076,7687075.0,205.0,239703489.0,36978218247.0,1718787.0,0.12963617500804922,0.2667143224178247,0.5233417132004046,1,0,0,0,0.3611111111111111,0.2222222222222222,1.1388888888888888,0.10266159695817491,0.08745247148288973,0.17490494296577946,0.12040133779264214
3,0,535.0864396024501,9.839244016261851,0,2,1,1,1,2,2,1,1,2,2,139303,2670887.0,87.0,153342563.0,2092764931.0,181472.0,0.13689047870613769,0.27505656360602304,0.5253228609072567,1,0,0,0,0.0,0.0,0.5714285714285714,0.07894736842105263,0.07894736842105263,0.3157894736842105,0.15555555555555556
8,1,756.3683485603343,10.063850472303699,0,2,1,1,1,2,2,1,1,2,2,139303,2627737.0,46.0,174746417.0,17633207266.0,696953.0,0.13048528068067694,0.2837947633267713,0.5229556839211839,1,0,0,0,0.13513513513513514,0.13513513513513514,0.4594594594594595,0.05154639175257732,0.07216494845360824,0.1958762886597938,0.27611940298507465
5,2,1257.1110578100327,10.72897305193572,3,5,5,2,2,3,2,5,3,5,3,132570,1339087.0,12.0,112768849.0,1565897354.0,224570.0,0.1381575655651948,0.25955072373938365,0.5044108411178662,1,0,0,0,0.36363636363636365,0.5454545454545454,0.0,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.3235294117647059
12,1,540.2358651581827,9.587997778409335,2,3,5,1,2,3,2,1,2,2,2,95966,2281999.0,67.0,141851080.0,9220148392.0,289716.0,0.1265504498468229,0.2540925740984111,0.5362841964435567,1,0,0,0,0.12,0.12,1.6,0.06521739130434782,0.07608695652173914,0.08695652173913043,0.21367521367521367
10,0,1609.9908496864043,10.610955189754318,4,1,1,3,5,4,1,1,1,3,4,29406,3365915.0,72.0,296135859.0,36365290038.0,915331.0,0.13256484492329723,0.29530365442977613,0.5632322860202946,1,0,0,0,0.27586206896551724,0.27586206896551724,0.896551724137931,0.0670391061452514,0.09497206703910614,0.07262569832402235,0.13942307692307693
8,0,637.7629120789754,10.51850447169147,1,3,5,2,3,5,2,2,5,5,4,95966,4646009.0,38.0,141771935.0,11383954977.0,862249.0,0.13343495460297214,0.2751490580409982,0.5106260018006853,1,0,0,0,0.2222222222222222,0.18518518518518517,0.48148148148148145,0.06666666666666667,0.06666666666666667,0.16,0.2647058823529412
1,1,2861.7787064398485,11.723140716385686,0,1,5,2,4,2,3,2,1,2,3,125929,1333569.0,5.0,380588681.0,9519316622.0,667894.0,0.09984410255487343,0.19166762274767934,0.5216085556877822,1,0,0,0,0.15151515151515152,0.24242424242424243,0.0,0.21176470588235294,0.07058823529411765,0.15294117647058825,0.2796610169491525
8,2,1836.3145423038773,10.667296750003977,4,2,1,1,1,1,3,1,3,1,1,139303,4965056.0,130.0,206532001.0,45785248810.0,1880794.0,0.12378148403562819,0.26359320015725907,0.5127486981012903,1,0,0,0,0.15384615384615385,0.13846153846153847,0.3076923076923077,0.084070796460177,0.08849557522123894,0.14601769911504425,0.22336769759450173
4,2,1568.0533715899542,10.617152135994212,0,5,5,5,5,5,2,5,5,4,5,88134,700183.0,7.0,329549698.0,16397382547.0,438920.0,0.12401186546945585,0.15472954927497526,0.5537480915703467,1,0,0,0,0.26666666666666666,0.2,1.0,0.045454545454545456,0.022727272727272728,0.2727272727272727,0.2542372881355932
10,0,771.0577095203565,9.614891756658018,0,2,2,2,1,2,2,2,1,2,2,95966,812579.0,58.0,112252096.0,6288772286.0,704051.0,0.13912616496365277,0.28932940674075996,0.5360414187420546,1,0,0,0,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.15217391304347827,0.13043478260869565,0.34782608695652173,0.2698412698412698
5,0,669.9056999756306,9.766847129108944,1,3,1,4,3,4,3,4,5,2,4,132570,554405.0,7.0,149794400.0,30958832334.0,1910528.0,0.11856134053625057,0.26901994029635373,0.49725381264598983,1,0,0,0,0.22448979591836735,0.22448979591836735,1.0,0.08396946564885496,0.08396946564885496,0.183206106870229,0.2722222222222222
2,0,310.53670795189373,9.57321878048587,0,3,2,2,3,3,4,1,5,1,3,114688,2203774.0,48.0,126440488.0,3068398642.0,230947.0,0.1271291883832008,0.33317073347811527,0.43290691332232795,1,0,0,0,0.16666666666666666,0.0,1.3333333333333333,0.0,0.0,0.38095238095238093,0.2222222222222222
